Emotion,content
正面,我一开始就没<em>想过买</em><em>君威</em>这款车，关注了好几款中轿车，本身不喜欢SUV车型，听朋友的推荐日本车的讲保值省油，德国车的讲<em>皮实耐用</em>意见都不统一，索性就自己去4S店里看看车，毕竟自己喜欢的才是最真实的。<em>君威</em>外观绝对的大气，男人嘛就该大气点，而且<em><em>内饰足够</em>豪华</em>，简单不简约，都比较符合我的口味。动力1.5T的发动机+9档<em>变速箱也是我最满意</em>的，关键人家质保还8年16万公里没后顾之忧，满意啊！
负面,"丰田
<em>凯美瑞</em>
<em><em>座椅异响</em></em>的原因及解决方法:
1.检查丰田<em>凯美瑞</em>座椅周围是否有异物干扰并产生异响。比如座位下有箱子等便于移动的物品。当汽车启动时,它摩擦座位并发出噪音。如果发现此类类似物品,清理干净。
2.检查丰田<em>凯美瑞</em>座椅的固定螺丝是否松动。一个座位至少有四个螺丝来固定。如果有一个或几个螺丝松了,人坐在上面就会发出响声。解决这个问题也很简单。找个扳手把松动的螺丝拧紧就行了。
3.很多丰田<em>凯美瑞</em>车主喜欢在座椅上包裹一层坐垫。有些汽车座椅是真皮的,包了一层座垫后,可能会干扰真皮,发出噪音。因此,安装座垫时需要<em>考虑是否与原车</em>座椅材料匹配。
4.坐在丰田<em>凯美瑞</em>的座位上,身体后仰发出声音。人下来用手来回晃动座椅,能感觉到一个缝隙。这多半是因为座椅倾角调节器有问题。只需更换座椅倾角调节器。然而,一些车辆躺椅不能被更换,只有座椅组件可以被更换。
5.丰田<em>凯美瑞</em>的座椅可以前后调节,达到最佳驾驶位置。如果前后调节座椅时有噪音,检查座椅滑轨是否有故障,必要时将座椅从车上拆下进行维修。
6.驶入座椅时尽量减速,行驶中尽量减少突然的加速和减速,以减少对座椅的磨损,<em>减少异响</em>的发生,增加座椅的使用寿命。
<em>凯美瑞</em>座椅异响可以修。"
正面,"这半个多月yi情又变得严重了，原本还想五一走远点出去看看大好河山，现在估计很难实现了，不过月初，朋友听说我提了台<em>雅阁</em>，说什么都要我开上车去找他玩，好久未见再加上有车也方便就应约出门，现在看来也算弥补五一不能出门的遗憾。
[img1]
[img2]
我提的<em>雅阁</em>就是这台混动的极夜流银，买车时可是被这个颜色迷了很久，白色和黑色的现车我都没要，虽然外观也不差，但我还是觉得这银色更适合我，像我这种风风火火的个性肯为这个颜色等上快一个月，那可见我是多喜欢它。特别是流水的转向灯一亮衬得这车头带着干练、儒雅的气质，活脱脱一个职场精英的既视感，像我一样哈哈！
[img3]
[img4]
深色的轿车，最怕的就是看着油腻，<em>雅阁</em>就不会，身侧线条干净流畅，大溜背的造型显得更具运动感，五星<em>轮毂造型漂亮干净</em>，我买的还是个带运动套件的幻夜版，黑色的小尾翼一加上看着更有年轻感，无论哪个角度看都很适合年轻人审美。
[img5]
尾箱还是能装不少东西的，给车做清洁就把我东西都拿走了
[img6]
[img7]
[img8]
[img9]
<em>雅阁</em>的<em>内饰设计风格属于简约</em>干净的那一类的，门板和中控都是黑色为主银色为辅，看着很清爽。我对车机系统很满意，目前使用除了开始需要熟悉操作，基本没遇到什么问题。这套系统比上一代车机进步很多了，功能很多，语音助手更好用了，说句“你好本田”唤醒语音助手后，可以语音指令控制开窗、播放音乐、导航到XXX，很多事它都会帮忙完成，对话也比较自然，不仅很有逼格还很方便。另外还可通过手机APP远程控制车辆，等天气热了可以提前开启车内空调，进到车内就能立马享受舒服的凉风了，还内置了天猫精灵能车家互联。除此之外，前排有个无线充，正好是随手可以放手机的位置，设计得很合理。
[img10]
<em>雅阁</em>的方向盘握着舒服，操控起来也轻松，而且有Honda SENSING系统的加持，驾驶<em>雅阁</em>更加得心应手，车道偏离抑制、车道保持、360°全景影像等功能它都具备，开车出门也挺安全安心。驾车一个多小时到达朋友家，正好赶上饭点，带我吃好吃的肯定少不了，下面给大家看美食，千万别流口水。
[img11]
[img12]
[img13]
[img14]
[img15]
这一顿是在潮膳楼吃的，这一家价格算是比较<em>实惠</em>，环境也好，不过有个别的味道一般。卤水拼盘，肉类有点硬，蚝烙，蚝仔很大，鼠壳粿，甜的，很好吃，反正有机会大家可以来试一下。
[img16]
[img17]
吃饱了又去韩文公祠逛了逛，选来这里玩有部分原因是因为《羞羞的铁拳》在这里取景，就想要过来这边看看。韩文公祠依山临水，古朴清幽，风景很美，至今已有800多年历史了也是潮州极具代表的景点之一。
[img18]
[img19]
相传这韩愈因为写了《谏迎佛骨表》，触怒了皇帝，被令处si，幸得宰相裴度等讲情，改贬为潮州刺史。以戴罪之身，在潮七个多月，把中原先进文化带到岭南，为老百姓做了很多实事，所以潮州人min为了纪念他修建了这个祠堂。
[img20]
[img21]
[img22]
这里风景极好，显山露水又有文化底蕴。在《羞羞的铁拳》中马丽和艾伦修炼独门绝艺选在这个地方想来也是看中了这里的古朴清幽。另外韩文公祠参观免费，登记身fen证即可，大家有空可以来看看。
在潮州没多逗留，赶着晚上尽兴而归。跑了一天大脚油门，油耗还是保持在5个多点表现不错，本田大厂的混动是真的很优秀。
如果你对以下车友回答满意，请设置一个推荐答案！"
正面,"2.0T SIDI智能直喷涡轮增压发动机
荟萃缸内直喷与涡轮增压尖端技术，双流道设计更提高空气流动效率，显著减小低速时的<em>涡轮迟滞</em>现象。最<em>大功率</em>162kW，最大扭矩350Nm，呈送极致驾驭快感。
6速手自一体变速箱
智能逻辑系统、嵌入式新一代控制模块、单一轴、高精度齿轮组、终身免维护，多重领先设计令<em>换档更加迅速</em>、流畅，任何工况下皆能与<em>发动机完美</em>匹配，进一步降<em>低油耗</em>和噪音。
卓越领先的科技配备
以360度立体式安全保护等安全系统、超高强度车身等共同打造C-NCAP五星级安全之盾，令唤醒本能的驾驭了无后顾之忧。同时，OnStar安吉星全时在线助理、Harman/Kardon?11扬声器5.1声道豪华音响等豪华科技配备，更令驾驶者尊享智能便捷，增添无上的感官享受。
360度安全气囊控制系统
三个独立的安全气囊系统包括：两级感应式前排气囊；可对胸部、腹部和骨盆部分提供大面积保护的侧气囊，及一体式侧气帘。配合主动式安全头枕，给驾乘者提供周到的柔性保护。
<em>君威</em>全系标配的ABS+EBD、ESC+TCS
<em>君威</em>全系标配TCS牵引力控制系统、ESC车身稳定控制系统及其控制的众多子系统，还有TPMS智能胎压监测系统和大尺寸刹车碟等等，提供同级别最完备的电子安全保障。
通用同级车史上最坚固车身
全车以激光焊接配合运用超高强度钢材的车体结构和超高强度车身，不论是设计还是安全性，均达到同级车的顶尖水准。
整车67%以上运用了超高强度（屈服强度1250MPa）和<em>高强度钢板</em>（320-730MPa）；
前后外保险杠具有“自我修复”能力，时速低于8 km/h的冲击无需更换；
当时速在17 km/h的前部碰撞下，特别设计制成的“受冲击箱体”可以避免冲击波及车身本体，节省维修成本。
高强度精密制造工艺，整车激光焊接技术，遍布全车的6800个焊接点，比一般车辆多35%。
OnStar安吉星全时在线助理
以独步全球的前瞻科技与车辆CANBUS总线结合，一键触发智能导航、声控电话、碰撞自动求助、紧急救援、车况自动检测等多达14项主动服务，全天候随行，帮助车主随时应对突发事件。"
正面,"【最满意】
<em>君威</em>这款车被誉为同级别中最时尚最运动的一款轿跑车，首先外形上来看就足够让大多数人非常满意，而且动力总成采用了1.5T+9AT的黄金组合，驾驶起来特别平顺，而且单从动力总成上来看，<em><em>性价比很高</em></em>，同级别中<em>变速箱最好</em>
【最不满意】
不满意的地方就是屏幕感觉有点小，但好在功能较全，而且<em>分辨率也高</em>，流畅度使用起来无卡顿
【空间】
<em>空间上中规中矩</em>，前排后排来说不管是坐几个人，车内空间都完全够用，作为一款B级车来说空间不是问题
【动力】
动力上驾驶起来<em>超车有信心</em>，而且踩下油门踏板车辆就有<em>澎湃的动力</em>
【操控】
得益于全框式副车架的加持，车辆在紧急变道，包括激烈驾驶的时候给驾驶员一种强烈的信心，<em>底盘扎实</em>，超车变道不会拖泥带水
【油耗】
油耗上市内驾驶大多数在8个油左右，这一点就因人而异了，看平常堵车的情况而定，而且告诉上来看油耗基本在6个油左右
【舒适性】
车内的<em>舒适性较高</em>，而且得益于车内的空间，座椅的<em>舒适性也很好</em>，软硬适中，不管几人乘坐都可以很舒适，并且<em>隔音很好</em>，车内很安静
【外观】
外观辨识度很高，LED日行灯很有辨识度，整体外观很有视觉冲击
【内饰】
内饰采用了搪塑的材料，大部分都是软性材质，车内没有硬塑料，而且手感很好，前排座舱采用了环抱式座舱，驾驶起来很舒服
【性价比】
同级别中性价比很高，远程启动，车辆查看这些功能一应俱全，不管是驾驶还是乘坐来说，都非常的方便，而且作为一款B级车，这个价位真的好，同<em>价位中他的配置又是最高</em>"
正面,"新<em>蒙迪欧</em>提回家了，万事俱备只差上牌~
<em>价格还是可以</em>，比我看过的日系三剑客都要亲民很多，我的是19.98万的至尊型，全速自适应巡航、驾驶位电动座椅记忆功能等都有，隔壁的<em>凯美瑞</em>20万以内的车型跟新蒙完全没得比，新蒙这个价格是真嘞厚道~~


[img1]
[img2]
如果你对以下车友回答满意，请设置一个推荐答案！"
负面,"12年<em>凯美瑞</em>，主副驾驶座椅电动调节靠背的时候发出异响？
除了更换靠背骨架有什么更好的办法，4s报价几千块。"
负面,<em>凯美瑞</em>后视镜角度电动调节，角度调到最大后，就是角度调死后，继续调整会发现后视镜<em>嗒嗒响</em>，镜片还有跳动，这是正常的吗？
正面,有没有出售18款<em>雅阁</em>锐智横滨轮胎的？？？，有个轮胎变形了，<em>想换</em>一个
正面,说说我入手的<em>君威</em>吧，很多人不管是买车还是说换车，估计很多都是因为冲外观，配置或者动力来的，我们也不例外。因为我们第一台车是一个国产的手动挡，当时全款办下来估计十来万的样子，四五年了，但是也是才拿驾照，就买了一个车平时上下班开开，练练手，磕磕碰碰也不会很心痛。后面才发现，当时真心该买一个自己喜欢的，重点是要自动挡。之前买手动挡就是身边很多驾照的师姐师兄说，新手还是买手动的比较安全，经常给我说哪哪谁谁把油门当刹车踩这些，给我心理暗示就是觉得手动挡的安全，当时也没开过什么车，所以不懂，后面慢慢的才觉得，手动挡对我这个女司机有多头痛，换自动挡的车慢慢在我心里越来越想了。然后去年疫情后，身边朋友都再说今年行情<em><em>降价优惠</em>很多</em>，然后我们就有了实际的换车考虑了，平时在汽车之家刷刷论坛，看看在我们预算内的品牌车型的价格配置这些，五一的时候我们就去看了我们预计的几款车，谈了价格这些，感觉也没有我们想象的优惠那么多，然后我们预算也还差点，这个事情就放缓了。后来，差不多中秋节前，因为我们做活动策划的，一般别人放假的时候就是我们最忙的时候，所以我们中秋节这些我们就提前回老家的。当时记忆犹新的就是，我们带着孩子，父母一起回老家，但是在一个陡坡上突然对面开车，会车，简直是我们开手动挡内心最崩溃的，可能老司机技术好的真心觉得没啥，但是我们俩技术都不咋好，当时我们让了别人起步起了几次都没爬起来，还后溜，我们还下车搬了石块垫着后轮胎，当时真的下定决心把这个车换了，就有了我们节后的喜提新车!!!所以，我们俩现在真心觉得，当代人的幸福感真的是从换车开始，感觉生活都美好了。不再是逛商场因为地下车库太陡不敢下去而开一公里的地上停车场去，不再是回老家走到那条熟悉的路就心里担心待会对面来车会车怎么办!!!
